id,amount,payee,category,description,account_type,payment_type,consumer,flow_type,tag,abc_type,cost_type,trans_time,creation_time,modification_time
34332,149,"拼多多","[100000,100003]","儿童绘本架家用落地书架儿铁艺移动置物架简易书柜宝宝玩具收纳架","2","1","2","1","",,"1","2021-09-01 06:29:52","2025-03-24 02:08:35","2025-03-24 02:08:35"
34333,33,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-09-01 00:59:03","2025-03-24 02:08:35","2025-03-24 02:08:35"
34334,2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-09-01 00:55:02","2025-03-24 02:08:35","2025-03-24 02:08:35"
34335,9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-09-01 00:50:46","2025-03-24 02:08:35","2025-03-24 02:08:35"
34336,1.4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-09-01 00:49:30","2025-03-24 02:08:35","2025-03-24 02:08:35"
34337,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-09-01 00:48:19","2025-03-24 02:08:35","2025-03-24 02:08:35"
34338,3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-09-01 00:47:18","2025-03-24 02:08:35","2025-03-24 02:08:35"
34339,14,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-09-01 00:45:15","2025-03-24 02:08:35","2025-03-24 02:08:35"
34340,25,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-09-01 00:39:57","2025-03-24 02:08:35","2025-03-24 02:08:35"
34341,18,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-09-01 00:36:07","2025-03-24 02:08:35","2025-03-24 02:08:35"
34342,11,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-09-01 00:32:06","2025-03-24 02:08:35","2025-03-24 02:08:35"
34343,28.9,"拼多多","[100000,100003]","白色置物架盒子长方形无盖厨房烧烤超市食品盒麻辣烫凉菜炸串串","2","1","2","1","",,"1","2021-08-31 09:39:27","2025-03-24 02:08:35","2025-03-24 02:08:35"
34344,17.8,"拼多多","[100000,100003]","抽屉分隔收纳盒多格自由组合厨房分格整理盒内裤杂物整餐具整理盒","2","1","2","1","",,"1","2021-08-31 09:37:47","2025-03-24 02:08:35","2025-03-24 02:08:35"
34345,26,,"[10000,10004]","美团,美团订单-21083111100300000021625217813459","2","1","3","1","2",,"3","2021-08-31 07:47:20","2025-03-24 02:08:35","2025-03-24 02:08:35"
34346,19.8,"京东","[100000,100003]","TELESIN转接头适配gopro机身配件三脚架转换座手机夹运动相机同向异向转接螺丝action3配件 磁吸挂脖接头（不含螺丝）","2","1","2","1","",,"1","2021-08-31 02:07:16","2025-03-24 02:08:35","2025-03-24 02:08:35"
34347,30.6,,"[10000,10004]","美团,美团订单-21082911100300000021471517153459","2","1","3","1","2",,"3","2021-08-29 11:11:06","2025-03-24 02:08:35","2025-03-24 02:08:35"
34348,131.1,,"[50000,50002]","墙蛙空间,墙蛙榫卯实木画框装裱来图定制相框摆台挂墙洗照片十字绣拼图结婚","2","1","4","1","3",,"1","2021-08-29 03:40:47","2025-03-24 02:08:35","2025-03-24 02:08:35"
34349,658,,"[10000,10006]","湘高记海鲜（市府店）,湘.高记海鲜市府店-扫码付-YY00310-210828-00701813","2","1","3","1","2",,"3","2021-08-28 11:24:25","2025-03-24 02:08:35","2025-03-24 02:08:35"
34350,7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-28 00:31:45","2025-03-24 02:08:35","2025-03-24 02:08:35"
34351,35,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-28 00:21:58","2025-03-24 02:08:35","2025-03-24 02:08:35"
34352,5.6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-28 00:15:32","2025-03-24 02:08:35","2025-03-24 02:08:35"
34353,21,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-28 00:11:19","2025-03-24 02:08:35","2025-03-24 02:08:35"
34354,5.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-28 00:09:40","2025-03-24 02:08:35","2025-03-24 02:08:35"
34355,2.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-28 00:06:30","2025-03-24 02:08:35","2025-03-24 02:08:35"
34356,8.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-28 00:03:14","2025-03-24 02:08:35","2025-03-24 02:08:35"
34357,1.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-27 23:58:49","2025-03-24 02:08:35","2025-03-24 02:08:35"
34358,4.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-27 23:56:54","2025-03-24 02:08:35","2025-03-24 02:08:35"
34359,5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-27 23:49:07","2025-03-24 02:08:35","2025-03-24 02:08:35"
34360,17,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-27 23:45:49","2025-03-24 02:08:35","2025-03-24 02:08:35"
34361,10.6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-27 23:40:15","2025-03-24 02:08:35","2025-03-24 02:08:35"
34362,345.2,,"[50000,50001]","巴拉巴拉官方旗舰,【风尚价】巴拉巴拉宝宝裤子儿童春秋长裤女童打底裤外穿2021新款洋气薄款潮 等多件","2","1","4","1","2",,"1","2021-08-27 01:52:53","2025-03-24 02:08:35","2025-03-24 02:08:35"
34363,5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-27 00:08:41","2025-03-24 02:08:35","2025-03-24 02:08:35"
34364,3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-27 00:07:35","2025-03-24 02:08:35","2025-03-24 02:08:35"
34365,3.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-27 00:03:57","2025-03-24 02:08:35","2025-03-24 02:08:35"
34366,3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-27 00:01:09","2025-03-24 02:08:35","2025-03-24 02:08:35"
34367,3.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-26 23:59:42","2025-03-24 02:08:35","2025-03-24 02:08:35"
34368,5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-26 23:58:34","2025-03-24 02:08:35","2025-03-24 02:08:35"
34369,6.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-26 23:57:25","2025-03-24 02:08:35","2025-03-24 02:08:35"
34370,37,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-26 23:53:36","2025-03-24 02:08:35","2025-03-24 02:08:35"
34371,7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-26 00:30:08","2025-03-24 02:08:35","2025-03-24 02:08:35"
34372,61.8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-26 00:28:18","2025-03-24 02:08:35","2025-03-24 02:08:35"
34373,5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-26 00:19:07","2025-03-24 02:08:35","2025-03-24 02:08:35"
34374,2.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-26 00:17:17","2025-03-24 02:08:35","2025-03-24 02:08:35"
34375,1.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-26 00:16:20","2025-03-24 02:08:35","2025-03-24 02:08:35"
34376,4.8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-26 00:13:42","2025-03-24 02:08:35","2025-03-24 02:08:35"
34377,1.4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-26 00:12:41","2025-03-24 02:08:35","2025-03-24 02:08:35"
34378,10.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-26 00:09:43","2025-03-24 02:08:35","2025-03-24 02:08:35"
34379,13,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-26 00:07:15","2025-03-24 02:08:35","2025-03-24 02:08:35"
34380,14.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-25 23:57:48","2025-03-24 02:08:35","2025-03-24 02:08:35"
34381,12.6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-25 23:55:02","2025-03-24 02:08:35","2025-03-24 02:08:35"
34382,33,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-25 23:52:29","2025-03-24 02:08:35","2025-03-24 02:08:35"
34383,127,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-25 23:51:12","2025-03-24 02:08:35","2025-03-24 02:08:35"
34384,154,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-25 23:44:19","2025-03-24 02:08:35","2025-03-24 02:08:35"
34385,482.5,,"[10000,10002]","广场长沙店,超市购物","2","1","3","1","1",,"1","2021-08-25 06:30:21","2025-03-24 02:08:35","2025-03-24 02:08:35"
34386,23,,"[10000,10004]","长沙市甘棠饮品有限公司,湘腾商业广场欢喜殿","2","1","3","1","2",,"3","2021-08-25 06:03:54","2025-03-24 02:08:35","2025-03-24 02:08:35"
34387,45.6,,"[50000,50002]","surdiolay尚朵拉旗舰店,抓周布置背景墙周岁宝宝生日装饰男宝宝气球一周岁宴网红用品套装 等多件","2","1","4","1","3",,"1","2021-08-25 02:13:01","2025-03-24 02:08:35","2025-03-24 02:08:35"
34388,70,,"[50000,50002]","伊雪紫儿1,全新，24+6抓周套装婴儿礼盒宝宝饰品抓周用品道具周岁生日玩","2","1","4","1","3",,"1","2021-08-24 07:13:09","2025-03-24 02:08:35","2025-03-24 02:08:35"
34389,11.99,,"[50000,50001]","瑞黎雅旗舰店,凉拖鞋女士简约居家居防臭软底室内夏季eva拖鞋洗澡家用浴室防滑","2","1","2","1","2",,"1","2021-08-24 06:47:25","2025-03-24 02:08:35","2025-03-24 02:08:35"
34390,11.88,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-24 00:00:25","2025-03-24 02:08:35","2025-03-24 02:08:35"
34391,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-23 23:57:27","2025-03-24 02:08:35","2025-03-24 02:08:35"
34392,2.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-23 23:52:37","2025-03-24 02:08:35","2025-03-24 02:08:35"
34393,8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-23 23:50:38","2025-03-24 02:08:35","2025-03-24 02:08:35"
34394,5.3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-23 23:47:36","2025-03-24 02:08:35","2025-03-24 02:08:35"
34395,8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-23 23:46:35","2025-03-24 02:08:35","2025-03-24 02:08:35"
34396,10,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-23 23:44:11","2025-03-24 02:08:35","2025-03-24 02:08:35"
34397,27,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-23 23:42:05","2025-03-24 02:08:35","2025-03-24 02:08:35"
34398,20,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-23 23:32:53","2025-03-24 02:08:35","2025-03-24 02:08:35"
34399,24,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-23 23:27:59","2025-03-24 02:08:35","2025-03-24 02:08:35"
34400,30,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-23 23:24:05","2025-03-24 02:08:35","2025-03-24 02:08:35"
34401,19,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-23 23:21:59","2025-03-24 02:08:35","2025-03-24 02:08:35"
34402,33,,"[10000,10004]","美团,美团订单-21082311100300000020911387580459","2","1","3","1","2",,"3","2021-08-23 10:23:51","2025-03-24 02:08:35","2025-03-24 02:08:35"
34403,35.5,,"[10000,10004]","美团,美团订单-21082211100300000020801851008459","2","1","3","1","2",,"3","2021-08-22 06:25:26","2025-03-24 02:08:35","2025-03-24 02:08:35"
34404,3.8,"京东","[100000,100003]","双面双效气垫粉扑干湿两用不吃粉海绵定妆粉饼散粉服帖化妆粉底液 颜色随机5个【盒装】 5个","2","1","2","1","",,"1","2021-08-22 06:14:37","2025-03-24 02:08:35","2025-03-24 02:08:35"
34405,13.6,"京东","[100000,100003]","琴朵洋甘菊护手霜防干裂秋冬滋润保湿小甘菊小雏菊手膜润手霜3支240g","2","1","2","1","",,"1","2021-08-22 06:09:56","2025-03-24 02:08:35","2025-03-24 02:08:35"
34406,66.4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-22 01:28:48","2025-03-24 02:08:35","2025-03-24 02:08:35"
34407,76,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-22 01:06:06","2025-03-24 02:08:35","2025-03-24 02:08:35"
34408,77,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-22 01:03:58","2025-03-24 02:08:35","2025-03-24 02:08:35"
34409,4.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-22 01:01:12","2025-03-24 02:08:35","2025-03-24 02:08:35"
34410,3.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-22 00:55:31","2025-03-24 02:08:35","2025-03-24 02:08:35"
34411,5.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-22 00:54:31","2025-03-24 02:08:35","2025-03-24 02:08:35"
34412,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-22 00:52:01","2025-03-24 02:08:35","2025-03-24 02:08:35"
34413,4.6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-22 00:50:35","2025-03-24 02:08:35","2025-03-24 02:08:35"
34414,2.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-22 00:47:26","2025-03-24 02:08:35","2025-03-24 02:08:35"
34415,17,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-22 00:41:48","2025-03-24 02:08:35","2025-03-24 02:08:35"
34416,67,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-22 00:24:35","2025-03-24 02:08:35","2025-03-24 02:08:35"
34417,10,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-22 00:20:15","2025-03-24 02:08:35","2025-03-24 02:08:35"
34418,40,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-22 00:17:34","2025-03-24 02:08:35","2025-03-24 02:08:35"
34419,80.9,,"[10000,10004]","美团,美团订单-21082011100300000020656029963459","2","1","3","1","2",,"3","2021-08-20 12:34:16","2025-03-24 02:08:35","2025-03-24 02:08:35"
34420,12,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-20 02:25:38","2025-03-24 02:08:35","2025-03-24 02:08:35"
34421,2.9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-20 02:24:09","2025-03-24 02:08:35","2025-03-24 02:08:35"
34422,3.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-20 02:23:06","2025-03-24 02:08:35","2025-03-24 02:08:35"
34423,6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-20 02:20:51","2025-03-24 02:08:35","2025-03-24 02:08:35"
34424,2.3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-20 02:18:14","2025-03-24 02:08:35","2025-03-24 02:08:35"
34425,6.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-20 02:16:54","2025-03-24 02:08:35","2025-03-24 02:08:35"
34426,5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-20 02:15:07","2025-03-24 02:08:35","2025-03-24 02:08:35"
34427,20,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-20 02:02:04","2025-03-24 02:08:35","2025-03-24 02:08:35"
34428,6.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-20 01:57:33","2025-03-24 02:08:35","2025-03-24 02:08:35"
34429,14.6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-20 01:52:55","2025-03-24 02:08:35","2025-03-24 02:08:35"
34430,68,,"[10000,10004]","美团,美团订单-21081911100300000020538966652459","2","1","3","1","2",,"3","2021-08-19 08:27:23","2025-03-24 02:08:35","2025-03-24 02:08:35"
34431,4.79,"京东","[100000,100003]","2024年新版 武汉CITY城市地图（湖北省武汉市交通旅游地图 武汉游览图 武汉城区地图）自驾游旅行“急救包”环保材质","2","1","2","1","",,"1","2021-08-18 08:52:41","2025-03-24 02:08:35","2025-03-24 02:08:35"
34432,6.6,,"[100000,100003]","晨曦哥哥威武,金属方形黑色发抓夹后脑勺发夹女小号韩式鲨鱼发卡头发夹子头饰夏","2","1","2","1","",,"1","2021-08-18 08:49:44","2025-03-24 02:08:35","2025-03-24 02:08:35"
34433,3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-18 01:26:54","2025-03-24 02:08:35","2025-03-24 02:08:35"
34434,22,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-18 01:22:48","2025-03-24 02:08:35","2025-03-24 02:08:35"
34435,1.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-18 01:22:17","2025-03-24 02:08:35","2025-03-24 02:08:35"
34436,3.9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-18 01:20:06","2025-03-24 02:08:35","2025-03-24 02:08:35"
34437,3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-18 01:18:26","2025-03-24 02:08:35","2025-03-24 02:08:35"
34438,4.3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-18 01:17:10","2025-03-24 02:08:35","2025-03-24 02:08:35"
34439,3.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-18 01:15:22","2025-03-24 02:08:35","2025-03-24 02:08:35"
34440,7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-18 01:03:16","2025-03-24 02:08:35","2025-03-24 02:08:35"
34441,25,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-18 00:59:54","2025-03-24 02:08:35","2025-03-24 02:08:35"
34442,40,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-18 00:53:27","2025-03-24 02:08:35","2025-03-24 02:08:35"
34443,11,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-18 00:50:42","2025-03-24 02:08:35","2025-03-24 02:08:35"
34444,44,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-18 00:47:57","2025-03-24 02:08:35","2025-03-24 02:08:35"
34445,14,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-18 00:45:44","2025-03-24 02:08:35","2025-03-24 02:08:35"
34446,15.8,,"[10000,10004]","美团,美团订单-21081811100300000020405762712459","2","1","3","1","2",,"3","2021-08-18 00:37:23","2025-03-24 02:08:35","2025-03-24 02:08:35"
34447,14.8,,"[50000,50002]","翟氏三炉旗舰店,加厚宣纸国画卡纸扇面宣纸卡纸空白熟宣纸工笔画 毛笔书法专用纸半生熟水彩画软卡圆形生宣镜片纸练字作品纸","2","1","4","1","3",,"1","2021-08-15 11:25:13","2025-03-24 02:08:35","2025-03-24 02:08:35"
34448,142.2,,"[50000,50002]","墙蛙空间,墙蛙榫卯实木画框装裱来图定制相框摆台挂墙洗照片十字绣拼图结婚","2","1","4","1","3",,"1","2021-08-15 11:25:13","2025-03-24 02:08:35","2025-03-24 02:08:35"
34449,14.7,,"[90000,90001]","jc摄影,婴儿无毒安全专用印泥宝宝手脚印印台新生婴儿纪念品环保无毒印台","2","1","2","1","2",,"2","2021-08-15 11:25:13","2025-03-24 02:08:35","2025-03-24 02:08:35"
34450,55,,"[10000,10004]","美团,美团订单-21081511100300000020193801806459","2","1","3","1","2",,"3","2021-08-15 10:07:54","2025-03-24 02:08:35","2025-03-24 02:08:35"
34451,797.9,,"[20000,20002]","长房物业,聚合码支付","2","1","3","1","1",,"1","2021-08-15 08:19:22","2025-03-24 02:08:35","2025-03-24 02:08:35"
34452,38,,"[10000,10004]","美团,美团订单-21081511100300000020174354323459","2","1","3","1","2",,"3","2021-08-15 06:54:54","2025-03-24 02:08:35","2025-03-24 02:08:35"
34453,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-15 01:30:50","2025-03-24 02:08:35","2025-03-24 02:08:35"
34454,6.8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-15 01:27:49","2025-03-24 02:08:35","2025-03-24 02:08:35"
34455,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-15 01:24:41","2025-03-24 02:08:35","2025-03-24 02:08:35"
34456,1,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-15 01:20:32","2025-03-24 02:08:35","2025-03-24 02:08:35"
34457,3.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-15 01:18:59","2025-03-24 02:08:35","2025-03-24 02:08:35"
34458,39.9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-15 01:13:35","2025-03-24 02:08:35","2025-03-24 02:08:35"
34459,1,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-15 01:10:32","2025-03-24 02:08:35","2025-03-24 02:08:35"
34460,4.4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-15 01:10:11","2025-03-24 02:08:35","2025-03-24 02:08:35"
34461,4.4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-15 01:07:59","2025-03-24 02:08:35","2025-03-24 02:08:35"
34462,4.3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-15 01:07:02","2025-03-24 02:08:35","2025-03-24 02:08:35"
34463,2.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-15 00:57:50","2025-03-24 02:08:35","2025-03-24 02:08:35"
34464,6.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-15 00:55:20","2025-03-24 02:08:35","2025-03-24 02:08:35"
34465,10.5,,"[100000,100003]","博库图书专营店,【2张包邮】2021年通用全新正版中国地图墙贴超大世界地图挂图家用高清防水初中小学生成人书房贴画出版社中华人民共和国","2","1","2","1","",,"1","2021-08-13 07:39:17","2025-03-24 02:08:35","2025-03-24 02:08:35"
34466,7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-12 23:59:13","2025-03-24 02:08:35","2025-03-24 02:08:35"
34467,6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-12 23:56:47","2025-03-24 02:08:35","2025-03-24 02:08:35"
34468,22,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-12 23:52:33","2025-03-24 02:08:35","2025-03-24 02:08:35"
34469,1.9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-12 23:47:09","2025-03-24 02:08:35","2025-03-24 02:08:35"
34470,4.9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-12 23:45:36","2025-03-24 02:08:35","2025-03-24 02:08:35"
34471,3.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-12 23:43:47","2025-03-24 02:08:35","2025-03-24 02:08:35"
34472,2.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-12 23:40:42","2025-03-24 02:08:35","2025-03-24 02:08:35"
34473,32,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-12 23:28:34","2025-03-24 02:08:35","2025-03-24 02:08:35"
34474,25,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-12 23:23:11","2025-03-24 02:08:35","2025-03-24 02:08:35"
34475,152,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-12 23:20:33","2025-03-24 02:08:35","2025-03-24 02:08:35"
34476,200,,"[60000,60003]","牛晓红,转账到银行卡-爸养老金","2","1","7","1","3",,"1","2021-08-12 09:27:50","2025-03-24 02:08:35","2025-03-24 02:08:35"
34477,49.99,,"[20000,20007]","中国移动,50元话费","2","1","2","1","3",,"1","2021-08-11 10:58:52","2025-03-24 02:08:35","2025-03-24 02:08:35"
34478,0.01,,"[20000,20007]","中国移动官方旗舰店,中国移动宝藏卡 电话流量卡上网卡 支付宝渠道专享","2","1","2","1","3",,"1","2021-08-11 09:22:12","2025-03-24 02:08:35","2025-03-24 02:08:35"
34479,13.95,"京东","[100000,100003]","琴朵洋甘菊护手霜防干裂秋冬滋润保湿小甘菊小雏菊手膜润手霜3支240g","2","1","2","1","",,"1","2021-08-11 06:01:43","2025-03-24 02:08:35","2025-03-24 02:08:35"
34480,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-11 00:09:50","2025-03-24 02:08:35","2025-03-24 02:08:35"
34481,18,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-11 00:06:14","2025-03-24 02:08:35","2025-03-24 02:08:35"
34482,2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-11 00:02:45","2025-03-24 02:08:35","2025-03-24 02:08:35"
34483,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-11 00:01:26","2025-03-24 02:08:35","2025-03-24 02:08:35"
34484,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-10 23:59:53","2025-03-24 02:08:35","2025-03-24 02:08:35"
34485,6.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-10 23:59:06","2025-03-24 02:08:35","2025-03-24 02:08:35"
34486,6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-10 23:56:59","2025-03-24 02:08:35","2025-03-24 02:08:35"
34487,2.6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-08-10 23:53:55","2025-03-24 02:08:35","2025-03-24 02:08:35"
