id,amount,payee,category,description,account_type,payment_type,consumer,flow_type,tag,abc_type,cost_type,trans_time,creation_time,modification_time
1737,14,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-04 02:31:30","2025-03-04 02:29:20","2025-03-04 02:29:20"
1738,2.8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-04 02:29:46","2025-03-04 02:29:20","2025-03-04 02:29:20"
1739,7.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-04 02:27:05","2025-03-04 02:29:20","2025-03-04 02:29:20"
1740,4.4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-04 02:25:07","2025-03-04 02:29:20","2025-03-04 02:29:20"
1741,6.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-04 02:22:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
1742,26,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-04 02:20:08","2025-03-04 02:29:20","2025-03-04 02:29:20"
1743,15,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-04 02:13:20","2025-03-04 02:29:20","2025-03-04 02:29:20"
1744,345.67,,"[10000,10002]","沃尔玛(中国)投资有限公司,超市商品","2","1","3","1","1",,"1","2021-02-03 07:45:29","2025-03-04 02:29:20","2025-03-04 02:29:20"
1745,79,,"[50000,50006]","萌萌宠物用品专营店,拜耳狗狗驱虫药拜宠清体内外驱虫一体泰迪狗用滴剂体内通用打虫药","2","1","3","1","3",,"1","2021-02-02 12:59:24","2025-03-04 02:29:20","2025-03-04 02:29:20"
1746,7.9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-02 03:13:15","2025-03-04 02:29:20","2025-03-04 02:29:20"
1747,1.8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-02 03:04:18","2025-03-04 02:29:20","2025-03-04 02:29:20"
1748,2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-02 03:01:28","2025-03-04 02:29:20","2025-03-04 02:29:20"
1749,5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-02 02:58:43","2025-03-04 02:29:20","2025-03-04 02:29:20"
1750,5.3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-02 02:57:18","2025-03-04 02:29:20","2025-03-04 02:29:20"
1751,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-02 02:54:20","2025-03-04 02:29:20","2025-03-04 02:29:20"
1752,17,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-02 02:51:51","2025-03-04 02:29:20","2025-03-04 02:29:20"
1753,2.4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-02 02:49:16","2025-03-04 02:29:20","2025-03-04 02:29:20"
1754,12,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-02 02:45:28","2025-03-04 02:29:20","2025-03-04 02:29:20"
1755,3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-02 02:42:08","2025-03-04 02:29:20","2025-03-04 02:29:20"
1756,8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-02 02:38:51","2025-03-04 02:29:20","2025-03-04 02:29:20"
1757,3.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-02 02:36:45","2025-03-04 02:29:20","2025-03-04 02:29:20"
1758,5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-02 02:33:46","2025-03-04 02:29:20","2025-03-04 02:29:20"
1759,2.8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-02 02:24:00","2025-03-04 02:29:20","2025-03-04 02:29:20"
1760,100,,"[20000,20007]","中国移动和包官方旗舰店,136-3647-6127 上海移动 手机 话费充值100元 快充直充 24小时 自动充值快速到帐","2","1","2","1","3",,"1","2021-02-01 03:41:45","2025-03-04 02:29:20","2025-03-04 02:29:20"
1761,106,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-01 01:19:32","2025-03-04 02:29:20","2025-03-04 02:29:20"
1762,3.6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-01 01:13:41","2025-03-04 02:29:20","2025-03-04 02:29:20"
1763,64,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-01 01:06:31","2025-03-04 02:29:20","2025-03-04 02:29:20"
1764,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-01 01:01:51","2025-03-04 02:29:20","2025-03-04 02:29:20"
1765,2.6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-01 00:59:23","2025-03-04 02:29:20","2025-03-04 02:29:20"
1766,5.9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-01 00:57:25","2025-03-04 02:29:20","2025-03-04 02:29:20"
1767,2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-01 00:52:27","2025-03-04 02:29:20","2025-03-04 02:29:20"
1768,49,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-01 00:49:36","2025-03-04 02:29:20","2025-03-04 02:29:20"
1769,93.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-01 00:44:26","2025-03-04 02:29:20","2025-03-04 02:29:20"
1770,98.9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-02-01 00:40:29","2025-03-04 02:29:20","2025-03-04 02:29:20"
1771,60,,"[100000,100003]","喀喇沁旗王爷府镇人民政府中共喀喇沁旗王爷府镇委员会,转账到银行卡-牛百英2021党费","2","1","2","1","",,"1","2021-02-01 00:37:51","2025-03-04 02:29:20","2025-03-04 02:29:20"
1772,0.1,,"[50000,50008]","林氏木业家具旗舰店,林氏木业现代简约实木布艺沙发转角贵妃家用客厅家具组合套装1014","2","1","3","1","3",,"1","2021-01-31 11:45:48","2025-03-04 02:29:20","2025-03-04 02:29:20"
1773,83,,"[10000,10004]","美团,美团订单-21013011100300000004576778589459","2","1","3","1","2",,"3","2021-01-30 09:20:22","2025-03-04 02:29:20","2025-03-04 02:29:20"
1774,66,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-30 02:52:51","2025-03-04 02:29:20","2025-03-04 02:29:20"
1775,12.4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-30 02:45:09","2025-03-04 02:29:20","2025-03-04 02:29:20"
1776,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-30 02:42:59","2025-03-04 02:29:20","2025-03-04 02:29:20"
1777,7.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-30 02:40:58","2025-03-04 02:29:20","2025-03-04 02:29:20"
1778,5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-30 02:33:26","2025-03-04 02:29:20","2025-03-04 02:29:20"
1779,13,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-30 02:32:07","2025-03-04 02:29:20","2025-03-04 02:29:20"
1780,5.9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-30 02:24:59","2025-03-04 02:29:20","2025-03-04 02:29:20"
1781,48,,"[50000,50002]","嘟嘟dudubaby,婴儿拜年服连体衣春秋唐装宝宝满月礼服新生儿衣服抓周过年服冬季","2","1","4","1","3",,"1","2021-01-29 09:20:31","2025-03-04 02:29:20","2025-03-04 02:29:20"
1782,25,,"[50000,50008]","xuyicnsf,景德镇清仓陶瓷装饰品土粗陶罐干花水培小花瓶客厅插花玄关摆件","2","1","3","1","3",,"1","2021-01-29 09:20:31","2025-03-04 02:29:20","2025-03-04 02:29:20"
1783,13.9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-29 03:09:05","2025-03-04 02:29:20","2025-03-04 02:29:20"
1784,7.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-29 03:07:26","2025-03-04 02:29:20","2025-03-04 02:29:20"
1785,8.3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-29 03:05:10","2025-03-04 02:29:20","2025-03-04 02:29:20"
1786,4.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-29 03:03:20","2025-03-04 02:29:20","2025-03-04 02:29:20"
1787,6.8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-29 03:00:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
1788,6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-29 02:58:43","2025-03-04 02:29:20","2025-03-04 02:29:20"
1789,3.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-29 02:57:58","2025-03-04 02:29:20","2025-03-04 02:29:20"
1790,3.9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-29 02:56:43","2025-03-04 02:29:20","2025-03-04 02:29:20"
1791,6.3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-29 02:54:34","2025-03-04 02:29:20","2025-03-04 02:29:20"
1792,7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-29 02:52:37","2025-03-04 02:29:20","2025-03-04 02:29:20"
1793,52,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-29 02:36:22","2025-03-04 02:29:20","2025-03-04 02:29:20"
1794,16.4,,"[50000,50004]","永生堂传统滋补,四川汉源青花椒粒青麻椒藤椒特麻川椒100g特产散装干青花椒粉调料","2","1","3","1","3",,"1","2021-01-29 01:26:01","2025-03-04 02:29:20","2025-03-04 02:29:20"
1795,19.21,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-29 01:21:38","2025-03-04 02:29:20","2025-03-04 02:29:20"
1796,103.07,,"[10000,10002]","麦德龙商业集团有限公司,多点订单：315901170449","2","1","3","1","1",,"1","2021-01-28 07:38:41","2025-03-04 02:29:20","2025-03-04 02:29:20"
1797,2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-28 03:23:24","2025-03-04 02:29:20","2025-03-04 02:29:20"
1798,5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-28 03:21:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
1799,4.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-28 03:19:12","2025-03-04 02:29:20","2025-03-04 02:29:20"
1800,2.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-28 03:16:25","2025-03-04 02:29:20","2025-03-04 02:29:20"
1801,4.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-28 03:14:21","2025-03-04 02:29:20","2025-03-04 02:29:20"
1802,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-28 03:13:22","2025-03-04 02:29:20","2025-03-04 02:29:20"
1803,8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-28 03:10:14","2025-03-04 02:29:20","2025-03-04 02:29:20"
1804,3.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-28 03:07:16","2025-03-04 02:29:20","2025-03-04 02:29:20"
1805,3.1,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-28 03:05:22","2025-03-04 02:29:20","2025-03-04 02:29:20"
1806,5.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-28 03:03:57","2025-03-04 02:29:20","2025-03-04 02:29:20"
1807,24,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-28 03:00:45","2025-03-04 02:29:20","2025-03-04 02:29:20"
1808,95,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-28 02:48:52","2025-03-04 02:29:20","2025-03-04 02:29:20"
1809,238.37,,"[50000,50002]","小熊电器官方旗舰店,【年货价】小熊料理棒婴儿辅食机手持电动多功能家用小型搅拌棒宝宝研磨奶昔 等多件","2","1","4","1","3",,"1","2021-01-26 02:54:23","2025-03-04 02:29:20","2025-03-04 02:29:20"
1810,3.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-26 02:49:43","2025-03-04 02:29:20","2025-03-04 02:29:20"
1811,49,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-26 02:43:45","2025-03-04 02:29:20","2025-03-04 02:29:20"
1812,5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-26 02:34:41","2025-03-04 02:29:20","2025-03-04 02:29:20"
1813,3.6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-26 02:31:40","2025-03-04 02:29:20","2025-03-04 02:29:20"
1814,3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-26 02:25:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
1815,63,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-26 02:18:18","2025-03-04 02:29:20","2025-03-04 02:29:20"
1816,96,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-26 02:14:52","2025-03-04 02:29:20","2025-03-04 02:29:20"
1817,48,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-26 02:13:07","2025-03-04 02:29:20","2025-03-04 02:29:20"
1818,27,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-25 03:09:45","2025-03-04 02:29:20","2025-03-04 02:29:20"
1819,9.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-25 03:07:32","2025-03-04 02:29:20","2025-03-04 02:29:20"
1820,5.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-25 03:03:22","2025-03-04 02:29:20","2025-03-04 02:29:20"
1821,32,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-25 03:01:56","2025-03-04 02:29:20","2025-03-04 02:29:20"
1822,4.3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-25 02:58:49","2025-03-04 02:29:20","2025-03-04 02:29:20"
1823,38,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-25 02:56:06","2025-03-04 02:29:20","2025-03-04 02:29:20"
1824,8.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-25 02:53:57","2025-03-04 02:29:20","2025-03-04 02:29:20"
1825,2.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-25 02:48:46","2025-03-04 02:29:20","2025-03-04 02:29:20"
1826,5.3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-25 02:46:03","2025-03-04 02:29:20","2025-03-04 02:29:20"
1827,91,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-25 02:41:54","2025-03-04 02:29:20","2025-03-04 02:29:20"
1828,85,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-25 02:38:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
1829,207,,"[50000,50001]","babylove旗舰店,【年货价】babylove婴儿秋冬衣服宝宝纯棉加厚保暖夹棉哈衣爬服新生儿连体衣 等多件","2","1","4","1","2",,"1","2021-01-25 01:02:21","2025-03-04 02:29:20","2025-03-04 02:29:20"
1830,32.39,,"[50000,50006]","cheepet趣派旗舰店,【年货价】趣派狗狗衣服秋冬款保暖冷淡风四脚衣小型犬泰迪贵宾比熊小狗衣服","2","1","3","1","3",,"1","2021-01-24 04:11:02","2025-03-04 02:29:20","2025-03-04 02:29:20"
1831,46.25,,"[50000,50002]","earthsbest旗舰店,【年货价】Earth's Best爱思贝地球世界宝宝高铁辅食米糊婴儿米粉多谷物米粉","2","1","4","1","3",,"1","2021-01-24 04:11:02","2025-03-04 02:29:20","2025-03-04 02:29:20"
1832,44.56,,"[50000,50003]","深圳天美意数码专营店,【年货价】VSON荧光剂检测笔 婴儿紫光灯手电筒 专用测试荧光剂仪器","2","1","2","1","2",,"1","2021-01-24 04:11:02","2025-03-04 02:29:20","2025-03-04 02:29:20"
1833,53.27,,"[50000,50002]","babycare旗舰店,【年货价】babycare宝宝吃饭围兜婴儿硅胶围嘴超软儿童饭兜喂饭防水防脏神器","2","1","4","1","3",,"1","2021-01-24 04:11:02","2025-03-04 02:29:20","2025-03-04 02:29:20"
1834,40.8,,"[50000,50002]","scoornest科巢旗舰店,【年货价】婴儿纯棉纱布围嘴口水巾宝宝防水吐奶围兜新生360度男童围脖秋冬","2","1","4","1","3",,"1","2021-01-24 04:11:02","2025-03-04 02:29:20","2025-03-04 02:29:20"
1835,17.74,,"[50000,50004]","苏诺旗舰店,【年货价】苏诺木浆棉洗碗海绵擦不易沾油双面家用抹布厨房神器刷碗百洁布","2","1","3","1","3",,"1","2021-01-23 13:56:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
1836,24.16,,"[50000,50004]","靓洁家居专营店,【年货价】靓涤垃圾袋家用加厚手提式自动收口抽绳钢袋厨房拉圾桶塑料袋大号","2","1","3","1","3",,"1","2021-01-23 13:56:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
1837,91,,"[50000,50008]","瑞普园艺旗舰店,【年货价】塑料花盆托盘底座圆形带轮万向轮加厚移动花托盘接水盘搬花盆滚轮 等多件","2","1","3","1","3",,"1","2021-01-23 13:56:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
1838,53.51,,"[50000,50008]","阿诺欣旗舰店,【年货价】厨房蔬菜置物架收纳筐落地式多层塑料家用大全用品菜架菜篮子架子","2","1","3","1","3",,"1","2021-01-23 13:56:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
1839,76.55,,"[50000,50008]","衣炫旗舰店,【年货价】小推车置物架落地厨房浴室移动零食卫生间多层卧室床头收纳储物架","2","1","3","1","3",,"1","2021-01-23 13:56:13","2025-03-04 02:29:20","2025-03-04 02:29:20"
1840,9,,"[10000,10002]","沃尔玛（湖南）商业零售有限公司,ali pay","2","1","3","1","1",,"1","2021-01-23 06:24:15","2025-03-04 02:29:20","2025-03-04 02:29:20"
1841,360.34,,"[50000,50008]","富贵叶旗舰店,【年货价】琴叶榕客厅盆栽网红绿植室内植物大型乔迁新居盆栽室内大型绿植 等多件","2","1","3","1","3",,"1","2021-01-23 02:59:57","2025-03-04 02:29:20","2025-03-04 02:29:20"
1842,165.8,,"[50000,50008]","颜忆旗舰店,【年货价】YANI颜忆 创意设计简约客厅花瓶摆件插花家居装饰品陶瓷杨桃花插","2","1","3","1","3",,"1","2021-01-23 02:59:57","2025-03-04 02:29:20","2025-03-04 02:29:20"
1843,62.36,,"[50000,50008]","如一花开旗舰店,【年货价】跳舞兰仿真花高品质黄色假花大号客厅装饰花餐桌摆件干花束摆设","2","1","3","1","3",,"1","2021-01-23 02:59:56","2025-03-04 02:29:20","2025-03-04 02:29:20"
1844,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-23 02:24:42","2025-03-04 02:29:20","2025-03-04 02:29:20"
1845,9.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-23 02:20:00","2025-03-04 02:29:20","2025-03-04 02:29:20"
1846,8.6,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-23 02:18:27","2025-03-04 02:29:20","2025-03-04 02:29:20"
1847,13.4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-23 02:13:21","2025-03-04 02:29:20","2025-03-04 02:29:20"
1848,5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-22 02:24:10","2025-03-04 02:29:20","2025-03-04 02:29:20"
1849,2.8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-22 02:19:58","2025-03-04 02:29:20","2025-03-04 02:29:20"
1850,6.3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-22 02:16:56","2025-03-04 02:29:20","2025-03-04 02:29:20"
1851,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-22 02:14:42","2025-03-04 02:29:20","2025-03-04 02:29:20"
1852,16,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-22 02:13:04","2025-03-04 02:29:20","2025-03-04 02:29:20"
1853,49,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-22 02:08:00","2025-03-04 02:29:20","2025-03-04 02:29:20"
1854,45.6,,"[100000,100003]","李培德居家日用旗舰店,金刚石磨刀器磨刀石 金刚石双面磨刀石磨石开刃油石400目+1000目","2","1","2","1","",,"1","2021-01-21 14:22:19","2025-03-04 02:29:20","2025-03-04 02:29:20"
1855,9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-21 03:01:56","2025-03-04 02:29:20","2025-03-04 02:29:20"
1856,4.9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-21 02:58:01","2025-03-04 02:29:20","2025-03-04 02:29:20"
1857,7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-21 02:56:23","2025-03-04 02:29:20","2025-03-04 02:29:20"
1858,3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-21 02:54:47","2025-03-04 02:29:20","2025-03-04 02:29:20"
1859,16,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-21 02:53:10","2025-03-04 02:29:20","2025-03-04 02:29:20"
1860,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-21 02:48:28","2025-03-04 02:29:20","2025-03-04 02:29:20"
1861,3.75,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-21 02:46:49","2025-03-04 02:29:20","2025-03-04 02:29:20"
1862,5.9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-21 02:41:12","2025-03-04 02:29:20","2025-03-04 02:29:20"
1863,60,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-21 02:34:26","2025-03-04 02:29:20","2025-03-04 02:29:20"
1864,5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-20 03:05:31","2025-03-04 02:29:20","2025-03-04 02:29:20"
1865,3.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-20 03:03:27","2025-03-04 02:29:20","2025-03-04 02:29:20"
1866,5.7,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-20 03:00:40","2025-03-04 02:29:20","2025-03-04 02:29:20"
1867,2.9,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-20 02:58:07","2025-03-04 02:29:20","2025-03-04 02:29:20"
1868,6.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-20 02:55:41","2025-03-04 02:29:20","2025-03-04 02:29:20"
1869,4.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-20 02:54:24","2025-03-04 02:29:20","2025-03-04 02:29:20"
1870,2.8,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-20 02:50:42","2025-03-04 02:29:20","2025-03-04 02:29:20"
1871,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-20 02:47:23","2025-03-04 02:29:20","2025-03-04 02:29:20"
1872,500,,"[60000,60003]","晓红(牛晓红),转账","2","1","7","1","3",,"1","2021-01-20 02:44:08","2025-03-04 02:29:20","2025-03-04 02:29:20"
1873,4,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-20 02:41:24","2025-03-04 02:29:20","2025-03-04 02:29:20"
1874,40,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-20 02:40:56","2025-03-04 02:29:20","2025-03-04 02:29:20"
1875,84.16,,"[50000,50004]","御陶世家旗舰店,【年货价】4个盘子 陶瓷家用简约8英寸圆形平盘西餐盘汤盘可微波骨瓷盘子 等多件","2","1","3","1","3",,"1","2021-01-20 02:08:10","2025-03-04 02:29:20","2025-03-04 02:29:20"
1876,95.24,,"[50000,50002]","scoornest科巢旗舰店,【年货价】科巢婴儿湿巾纸巾新生手口屁专用宝宝幼儿童家用80抽5大包装特价 等多件","2","1","4","1","3",,"1","2021-01-20 02:08:10","2025-03-04 02:29:20","2025-03-04 02:29:20"
1877,75.76,,"[50000,50002]","babycare旗舰店,【年货价】babycare宝宝吸管碗喝汤婴儿专用辅食碗吸盘碗三合一儿童吃饭餐具 等多件","2","1","4","1","3",,"1","2021-01-20 02:08:10","2025-03-04 02:29:20","2025-03-04 02:29:20"
1878,43.9,,"[50000,50008]","居家家,居家家硅胶餐垫防水防油餐桌隔热垫家用北欧西餐垫防烫碗垫子锅垫 等多件","2","1","3","1","3",,"1","2021-01-20 02:08:10","2025-03-04 02:29:20","2025-03-04 02:29:20"
1879,17.95,,"[50000,50002]","喜得瑞旗舰店,【年货价】【断码清仓】男宝宝长筒袜冬季加厚保暖新生儿高筒过膝盖粗腿袜","2","1","4","1","3",,"1","2021-01-20 02:08:10","2025-03-04 02:29:20","2025-03-04 02:29:20"
1880,4.5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-19 02:32:03","2025-03-04 02:29:20","2025-03-04 02:29:20"
1881,3.2,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-19 02:30:29","2025-03-04 02:29:20","2025-03-04 02:29:20"
1882,5,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-19 02:28:10","2025-03-04 02:29:20","2025-03-04 02:29:20"
1883,50,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-19 02:17:51","2025-03-04 02:29:20","2025-03-04 02:29:20"
1884,46,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-19 02:10:11","2025-03-04 02:29:20","2025-03-04 02:29:20"
1885,42,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-19 02:08:07","2025-03-04 02:29:20","2025-03-04 02:29:20"
1886,30,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-18 03:38:09","2025-03-04 02:29:20","2025-03-04 02:29:20"
1887,3,,"[10000,10001]","Jackfrank,亲情卡","2","1","3","1","1",,"1","2021-01-18 03:28:19","2025-03-04 02:29:20","2025-03-04 02:29:20"
