account_type,amount,category,consumer,cost_type,creation_time,description,flow_type,modification_time,payment_type,tag,trans_time
2,20,,2,,2021-12-15T07:14:07.000Z,"浙江天猫技术有限公司,基金代发任务。订单编号：1833464595859509565",2,,1,,2021-06-04T04:09:08.000Z
2,95,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-04T03:07:01.000Z
2,4.8,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-04T03:02:01.000Z
2,6,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-04T03:00:50.000Z
2,4.2,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-04T03:00:03.000Z
2,24,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-04T02:58:05.000Z
2,36,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-04T02:49:55.000Z
2,9,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-04T02:46:41.000Z
2,126,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-04T02:37:46.000Z
2,125,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-04T02:34:38.000Z
2,34,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-04T02:30:17.000Z
2,52.4,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"美团,美团订单-21060311100300000023552008408459",1,2023-04-16T08:35:44.631Z,1,2,2021-06-03T13:25:10.000Z
2,100,"[20000,20007]",2,1,2021-12-15T07:14:07.000Z,"中国移动官方旗舰店,手机充值",1,2023-04-16T08:35:44.631Z,1,3,2021-06-02T10:55:34.000Z
2,9,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"胖子饿了长沙市府24品商场店,胖子饿了24品生活中心店 收钱吧微信",1,2023-04-16T08:35:44.631Z,1,2,2021-06-02T06:48:35.000Z
2,17,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"长沙市远觉饮品有限公司,24品负一楼店",1,2023-04-16T08:35:44.631Z,1,2,2021-06-02T06:47:09.000Z
2,12.5,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"美团,美团订单-21060111100300000023394900258459",1,2023-04-16T08:35:44.631Z,1,2,2021-06-01T13:12:53.000Z
2,5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-01T03:18:46.000Z
2,2.2,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-01T03:15:16.000Z
2,4,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-01T03:14:23.000Z
2,6.8,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-01T03:13:04.000Z
2,7.7,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-01T03:11:40.000Z
2,1.1,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-01T03:10:08.000Z
2,3.8,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-01T03:08:50.000Z
2,3.8,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-01T03:07:28.000Z
2,12,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-01T03:04:05.000Z
2,25,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-01T02:57:07.000Z
2,34,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-06-01T02:46:43.000Z
2,2350,"[50000,50002]",4,1,2021-12-15T07:14:07.000Z,"巧儿宜安全座椅旗舰店,巧儿宜汽车宝宝安全座椅0-4岁360&deg;旋转i-Spin360R陀螺勇士pro",1,2024-01-15T02:06:27.051Z,1,3,2021-06-01T02:41:04.000Z
2,16.5,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"美团,美团订单-21053111100300000023275620509459",1,2023-04-16T08:35:44.631Z,1,2,2021-05-31T06:59:57.000Z
2,49,"[50000,50002]",4,1,2021-12-15T07:14:07.000Z,"nuk海外旗舰店,德国NUK宽口鸭嘴硅胶乳胶新生婴儿宝宝学饮杯鸭嘴杯防漏磨砂奶嘴",1,2024-01-15T02:06:27.051Z,1,3,2021-05-29T11:38:18.000Z
2,52.7,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"美团,美团订单-21052911100300000023107973201459",1,2023-04-16T08:35:44.631Z,1,2,2021-05-29T08:29:14.000Z
2,4,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-29T03:04:40.000Z
2,5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-29T03:00:55.000Z
2,5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-29T03:00:00.000Z
2,3.2,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-29T02:58:22.000Z
2,24,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-29T02:55:51.000Z
2,6.7,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-29T02:48:04.000Z
2,5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-29T02:44:58.000Z
2,36,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-29T02:41:07.000Z
2,9,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-29T02:31:56.000Z
2,7.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-29T02:30:11.000Z
2,41,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"奋斗努力?,收钱码收款",1,2024-01-15T03:32:09.481Z,1,,2021-05-28T10:59:28.000Z
2,45.8,"[80000,80002]",4,1,2021-12-15T07:14:07.000Z,"湖南省儿童医院,门诊窗口缴费当面付",1,2024-01-15T02:07:20.402Z,1,2,2021-05-28T09:04:11.000Z
2,2,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"长沙市雨花区儿医食品店,美乐包点 梓园路_10021002105281643440290687114653_20210528395859354412220416",1,2023-04-16T08:35:44.631Z,1,2,2021-05-28T08:43:45.000Z
2,2,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"长沙市雨花区儿医食品店,美乐包点 梓园路_10021002105281452520170687117532_20210528395831451842609152",1,2023-04-16T08:35:44.631Z,1,2,2021-05-28T06:52:52.000Z
2,24,"[80000,80002]",4,1,2021-12-15T07:14:07.000Z,"湖南省儿童医院,门诊窗口挂号当面付",1,2024-01-15T02:07:20.402Z,1,2,2021-05-28T06:41:24.000Z
2,64.3,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"美团,美团订单-21052711100300000022934648549459",1,2023-04-16T08:35:44.631Z,1,2,2021-05-27T12:36:48.000Z
2,16,"[10000,10006]",3,3,2021-12-15T07:14:07.000Z,"肯德基(银盆路餐厅),1品牌CHS017门店当面付消费",1,2023-04-16T08:35:44.631Z,1,2,2021-05-27T07:35:44.000Z
2,69,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"美团,大众点评订单-21052711100300000022904019571459",1,2023-04-16T08:35:44.631Z,1,2,2021-05-27T06:44:49.000Z
2,8.9,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"展涵旗舰店,门吸免打孔新款地吸防撞垫门挡隐形吸门器门阻门强磁家用静音门碰",1,2024-01-15T03:32:09.481Z,1,,2021-05-26T00:44:58.000Z
2,61,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-26T00:38:28.000Z
2,4,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-26T00:34:18.000Z
2,4.4,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-26T00:32:03.000Z
2,5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-26T00:30:29.000Z
2,3.9,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-26T00:28:26.000Z
2,20,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-26T00:26:39.000Z
2,3,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-26T00:20:13.000Z
2,19.7,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-26T00:18:12.000Z
2,3.8,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-26T00:16:21.000Z
2,20,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-26T00:11:26.000Z
2,16.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-26T00:06:58.000Z
2,113,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-26T00:05:40.000Z
2,48,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-25T23:59:24.000Z
2,61.8,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"美团,美团订单-21052511100300000022778476288459",1,2023-04-16T08:35:44.631Z,1,2,2021-05-25T13:12:26.000Z
2,45.7,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-25T06:55:04.000Z
2,109,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"时怡旗舰店,中粮时怡每日坚果孕妇混合装健身坚果什锦果仁罐装960克原味坚果",1,2023-04-16T08:35:44.631Z,1,2,2021-05-25T05:34:12.000Z
2,100,"[50000,50002]",4,1,2021-12-15T07:14:07.000Z,"巧儿宜安全座椅旗舰店,巧儿宜汽车宝宝安全座椅0-4岁360&deg;旋转i-Spin360R陀螺勇士pro",1,2024-01-15T02:06:27.051Z,1,3,2021-05-24T12:01:28.000Z
2,119.8,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"五芳斋官方旗舰店,五芳斋福享五芳粽子礼盒装端午节蛋黄肉粽豆沙甜棕子特产嘉兴粽子",1,2024-01-15T03:32:09.481Z,1,,2021-05-24T02:50:03.000Z
2,54.9,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"知味观官方旗舰店,知味观绿豆糕点杭州特产桂花绿豆饼零食小吃食品下午茶点心伴手礼",1,2024-01-15T03:32:09.481Z,1,,2021-05-24T02:50:03.000Z
2,77,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-24T02:38:25.000Z
2,4,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-24T02:35:30.000Z
2,3,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-24T02:34:39.000Z
2,8.8,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-24T02:32:13.000Z
2,3,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-24T02:30:59.000Z
2,7,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-24T02:29:08.000Z
2,3.4,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-24T02:26:46.000Z
2,4.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-24T02:23:23.000Z
2,14,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-24T02:21:00.000Z
2,2,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-24T02:16:15.000Z
2,30,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-24T02:13:53.000Z
2,10,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-24T02:09:45.000Z
2,237,"[50000,50001]",1,1,2021-12-15T07:14:07.000Z,"优衣库长沙河西王府井,优衣库(长沙河西王府井店)",1,2023-04-16T08:35:44.631Z,1,2,2021-05-23T06:01:06.000Z
2,6.9,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"拼多多平台商户,商户单号XP1321052308201538717428001918",1,2023-04-16T08:35:44.631Z,1,,2021-05-23T00:48:17.000Z
2,25.9,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"拼多多平台商户,商户单号XP1021052220200432921119000228",1,2023-04-16T08:35:44.631Z,1,,2021-05-22T12:12:20.000Z
2,0.89,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"拼多多平台商户,商户单号XP2321052220200434601720002557",1,2023-04-16T08:35:44.631Z,1,,2021-05-22T12:08:27.000Z
2,123.76,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"美团,美团订单-21052211100300000022515600002459",1,2023-04-16T08:35:44.631Z,1,2,2021-05-22T10:44:45.000Z
2,8.99,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"拼多多平台商户,商户单号XP1221052218201513427304003793",1,2023-04-16T08:35:44.631Z,1,,2021-05-22T10:24:25.000Z
2,13.79,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"拼多多平台商户,商户单号XP1621052218200429847164002308",1,2023-04-16T08:35:44.631Z,1,,2021-05-22T10:10:18.000Z
2,16.9,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"拼多多平台商户,商户单号XP1121052218201513132284006122",1,2023-04-16T08:35:44.631Z,1,,2021-05-22T10:05:53.000Z
2,4,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-22T00:00:04.000Z
2,28.71,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-21T00:45:15.000Z
2,247,"[70000,70003]",4,3,2021-12-15T07:14:07.000Z,"费雪牌官方旗舰店,【礼遇价】费雪拼接地垫 儿童爬行垫加厚爬爬垫婴儿客厅垫子家用玩具 等多件",1,2024-01-15T03:07:54.399Z,1,2,2021-05-19T10:28:59.000Z
2,4,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-19T02:21:33.000Z
2,4,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-19T02:18:07.000Z
2,30,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-19T02:16:49.000Z
2,3,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-19T02:04:35.000Z
2,3.7,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-19T02:01:26.000Z
2,6.3,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-19T01:58:38.000Z
2,9.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-19T01:55:42.000Z
2,20,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-19T01:53:07.000Z
2,18,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-19T01:49:10.000Z
2,12,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-19T01:47:18.000Z
2,22,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-19T01:45:10.000Z
2,11.88,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-19T01:26:08.000Z
2,8.9,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"拼多多平台商户,商户单号XP1421051814200261133191005881",1,2023-04-16T08:35:44.631Z,1,,2021-05-18T06:59:15.000Z
2,15.8,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"拼多多平台商户,商户单号XP1921051814200261084904001622",1,2023-04-16T08:35:44.631Z,1,,2021-05-18T06:56:16.000Z
2,10.9,"[10000,10002]",3,1,2021-12-15T07:14:07.000Z,"沃尔玛购物广场长沙观沙路店,超市商品",1,2023-04-16T08:35:44.631Z,1,1,2021-05-17T07:25:11.000Z
2,59.6,"[10000,10002]",3,1,2021-12-15T07:14:07.000Z,"沃尔玛购物广场长沙观沙路店,超市商品",1,2023-04-16T08:35:44.631Z,1,1,2021-05-17T07:24:25.000Z
2,18,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"长沙市远觉饮品有限公司,24品负一楼店",1,2023-04-16T08:35:44.631Z,1,2,2021-05-17T06:44:27.000Z
2,179,"[50000,50008]",3,1,2021-12-15T07:14:07.000Z,"gree格力官方旗舰店,【活动价】格力电风扇台式家用落地扇遥控学生宿舍节能转页轻音定时摇头立式 等多件",1,2023-04-16T08:35:44.631Z,1,3,2021-05-15T14:28:53.000Z
2,8.9,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"展涵旗舰店,门吸免打孔新款地吸防撞门挡隐形吸门器门阻门强磁垫家用静音门碰",1,2024-01-15T03:32:09.481Z,1,,2021-05-15T12:57:18.000Z
2,29.9,"[50000,50002]",3,1,2021-12-15T07:14:07.000Z,"三利家居专营店,三利浴巾女夏家用较纯棉吸水速干可穿可裹男情侣成人儿童大号毛巾",1,2023-04-16T08:35:44.631Z,1,3,2021-05-15T12:51:12.000Z
2,611,"[50000,50001]",1,1,2021-12-15T07:14:07.000Z,"优衣库长沙河西王府井,优衣库(长沙河西王府井店)",1,2023-04-16T08:35:44.631Z,1,2,2021-05-15T08:57:11.000Z
2,917,"[50000,50001]",1,1,2021-12-15T07:14:07.000Z,"长沙王府井购物中心有限责任公司,订单号：40010191859921",1,2023-04-16T08:35:44.631Z,1,2,2021-05-15T08:20:47.000Z
2,12.7,"[10000,10003]",3,1,2021-12-15T07:14:07.000Z,"绿叶水果(长沙龙柏湾店),绿叶水果-长沙龙柏湾店",1,2023-04-16T08:35:44.631Z,1,1,2021-05-15T02:42:24.000Z
2,31.8,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"newair维艾麦威专卖店,维艾304不锈钢勺子套装家用吃饭长柄搅拌勺韩式调羹汤匙饭勺2支装",1,2024-01-15T03:32:09.481Z,1,,2021-05-14T09:58:32.000Z
2,3.5,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"瓦罗兰大陆伏尔加沿岸联邦区佩琪的神秘商店,收钱码收款",1,2023-04-16T08:35:44.631Z,1,2,2021-05-14T06:01:07.000Z
2,2,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"瓦罗兰大陆伏尔加沿岸联邦区佩琪的神秘商店,收钱码收款",1,2023-04-16T08:35:44.631Z,1,2,2021-05-14T05:19:40.000Z
2,17.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-14T02:44:18.000Z
2,2.3,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-14T02:41:37.000Z
2,5.7,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-14T02:38:48.000Z
2,2,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-14T02:36:42.000Z
2,4.2,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-14T02:35:04.000Z
2,2.3,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-14T02:30:54.000Z
2,5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-14T02:28:29.000Z
2,12,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-14T02:27:24.000Z
2,14.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-14T02:21:09.000Z
2,12,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-14T01:56:18.000Z
2,6.98,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"拼多多平台商户,商户单号XP1021051311200053361810000342",1,2023-04-16T08:35:44.631Z,1,,2021-05-13T03:21:22.000Z
2,25.8,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"拼多多平台商户,商户单号XP2521051219201155181309003923",1,2023-04-16T08:35:44.631Z,1,,2021-05-12T11:22:57.000Z
2,9,"[10000,10004]",3,3,2021-12-15T07:14:07.000Z,"胖子饿了长沙市府24品商场店,胖子饿了24品生活中心店 收钱吧微信",1,2023-04-16T08:35:44.631Z,1,2,2021-05-12T09:20:15.000Z
2,13.9,"[10000,10002]",3,1,2021-12-15T07:14:07.000Z,"沃尔玛购物广场长沙观沙路店,超市商品",1,2023-04-16T08:35:44.631Z,1,1,2021-05-12T09:18:44.000Z
2,66.48,"[10000,10002]",3,1,2021-12-15T07:14:07.000Z,"沃尔玛购物广场长沙观沙路店,超市商品",1,2023-04-16T08:35:44.631Z,1,1,2021-05-12T09:18:08.000Z
2,680,"[80000,80002]",3,1,2021-12-15T07:14:07.000Z,"美团,大众点评订单-21051211100300000021665054005459",1,2023-04-16T08:35:44.631Z,1,2,2021-05-12T08:53:59.000Z
2,166,"[20000,20006]",3,1,2021-12-15T07:14:07.000Z,"美团,大众点评订单-21051211100300000021665042231459",1,2023-04-16T08:35:44.631Z,1,3,2021-05-12T08:52:49.000Z
2,10,"[40000, 40006]",4,,2021-12-15T07:14:07.000Z,"枫鹰,感谢亲对巴拉巴拉裕伟专卖店的支持！",2,,1,3,2021-05-12T04:51:19.000Z
2,9.81,"[100000,100003]",2,,2021-12-15T07:14:07.000Z,"拼多多平台商户,商户单号XP2121051210200025605915006959",1,2023-04-16T08:35:44.631Z,1,,2021-05-12T02:21:33.000Z
2,200,"[60000,60003]",7,1,2021-12-15T07:14:07.000Z,"牛晓红,转账到银行卡-爸养老金5月份",1,2024-01-11T02:57:34.651Z,1,3,2021-05-11T04:25:14.000Z
2,29,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-11T01:21:37.000Z
2,3.2,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-10T02:18:02.000Z
2,2,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-10T02:16:55.000Z
2,4,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-10T02:15:05.000Z
2,2.8,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-10T02:14:17.000Z
2,5.5,"[10000,10001]",3,1,2021-12-15T07:14:07.000Z,"Jackfrank,亲情卡",1,2023-04-16T08:35:44.631Z,1,1,2021-05-10T02:13:27.000Z
